full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,blocks_per_90,yellows_per_90,reds_per_90,team_xg_per_90,team_xg_against_per_90,gameweek,is_at_home,team_league_position
Anthony Elanga,,Midfielder,67,42.1,0.17,0.13,0.2173913043478261,0.0,0.0,,,,,
Harvey Barnes,,Midfielder,63,47.5,0.24,0.17,0.7692307692307692,0.0,0.0,,,,,
Bruno Guimarães Rodriguez Moura,,Midfielder,66,90.3,0.16,0.06,0.30303030303030304,0.30303030303030304,0.0,,,,,
Jacob Murphy,,Midfielder,61,57.4,0.36,0.19,1.746031746031746,0.0,0.0,,,,,
Joelinton Cássio Apolinário de Lira,,Midfielder,59,65.4,0.09,0.12,1.25,0.2777777777777778,0.0,,,,,
Sandro Tonali,,Midfielder,54,87.9,0.05,0.17,1.5463917525773196,0.0,0.0,,,,,
Malick Thiaw,,Defender,49,63.9,0.1,0.04,1.7142857142857142,0.14285714285714285,0.0,,,,,
Nick Woltemade,,Forward,74,61.8,0.44,0.04,0.29411764705882354,0.0,0.0,,,,,
Matz Sels,,Goalkeeper,48,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,,,,,
Nikola Milenković,,Defender,52,100.0,0.05,0.03,0.8181818181818182,0.09090909090909091,0.0,,,,,
Murillo Costa dos Santos,,Defender,53,65.6,0.01,0.0,1.5277777777777777,0.2777777777777778,0.0,,,,,
Neco Williams,,Defender,47,100.0,0.07,0.06,1.3636363636363635,0.36363636363636365,0.0,,,,,
Felipe Rodrigues da Silva,,Defender,44,44.3,0.01,0.0,1.4285714285714284,0.6122448979591836,0.0,,,,,
Morgan Gibbs-White,,Midfielder,73,91.5,0.26,0.07,0.7920792079207921,0.0,0.0,,,,,
Callum Hudson-Odoi,,Midfielder,58,57.6,0.09,0.26,0.4761904761904762,0.0,0.0,,,,,
Elliot Anderson,,Midfielder,53,100.0,0.14,0.15,1.6363636363636365,0.18181818181818182,0.0,,,,,
Ibrahim Sangaré,,Midfielder,49,50.6,0.11,0.01,1.25,0.35714285714285715,0.0,,,,,
Chris Wood,,Forward,72,54.5,0.45,0.03,0.16666666666666666,0.0,0.0,,,,,
Dan Ndoye,,Midfielder,57,76.2,0.04,0.11,0.9523809523809523,0.11904761904761904,0.0,,,,,
Nicolò Savona,,Defender,45,43.5,0.16,0.03,0.8333333333333334,0.0,0.0,,,,,
Daniel Ballard,Sunderland,Defender,46,58.8,0.15,0.11,1.3846153846153846,0.0,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Trai Hume,Sunderland,Defender,45,98.8,0.04,0.04,1.0091743119266054,0.09174311926605504,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Reinildo Mandava,Sunderland,Defender,40,66.9,0.01,0.0,0.4054054054054054,0.27027027027027023,0.13513513513513511,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Enzo Le Fée,Sunderland,Midfielder,49,70.0,0.13,0.09,2.207792207792208,0.12987012987012986,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Noah Sadiki,Sunderland,Midfielder,50,99.1,0.01,0.03,1.5596330275229358,0.36697247706422015,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Chemsdine Talbi,Sunderland,Midfielder,50,59.7,0.15,0.04,0.6060606060606061,0.0,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Wilson Isidor,Sunderland,Forward,56,67.9,0.33,0.0,0.5333333333333333,0.0,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Granit Xhaka,Sunderland,Midfielder,52,100.0,0.03,0.14,1.1818181818181819,0.36363636363636365,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Robin Roefs,Sunderland,Goalkeeper,47,100.0,0.0,0.02,0.0,0.09090909090909091,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Omar Alderete,Sunderland,Defender,41,67.5,0.08,0.01,0.9459459459459459,0.13513513513513511,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Nordi Mukiele,Sunderland,Defender,42,81.8,0.07,0.05,0.6666666666666666,0.1111111111111111,0.0,0.9181818181818181,1.2090909090909092,12,0.0,4.0
Guglielmo Vicario,,Goalkeeper,50,100.0,0.0,0.0,0.09090909090909091,0.0,0.0,,,,,
Pedro Porro Sauceda,,Defender,55,87.4,0.01,0.13,1.0416666666666667,0.10416666666666667,0.0,,,,,
Cristian Romero,,Defender,50,75.6,0.05,0.02,1.4457831325301203,0.48192771084337344,0.0,,,,,
Djed Spence,,Defender,45,76.6,0.02,0.01,0.8333333333333333,0.23809523809523808,0.0,,,,,
Micky van de Ven,,Defender,48,98.9,0.14,0.01,0.8256880733944953,0.18348623853211007,0.0,,,,,
Brennan Johnson,,Midfielder,67,47.6,0.18,0.05,0.5769230769230769,0.3846153846153846,0.0,,,,,
Mohammed Kudus,,Midfielder,65,88.4,0.15,0.2,0.6185567010309279,0.30927835051546393,0.0,,,,,
Rodrigo Bentancur,,Midfielder,53,66.4,0.05,0.07,1.6438356164383563,0.136986301369863,0.0,,,,,
Lucas Bergvall,,Midfielder,54,41.7,0.12,0.06,0.4347826086956522,0.2173913043478261,0.0,,,,,
Pape Matar Sarr,,Midfielder,48,57.9,0.12,0.1,0.78125,0.0,0.0,,,,,
Richarlison de Andrade,,Forward,64,64.1,0.3,0.19,0.4225352112676057,0.28169014084507044,0.0,,,,,
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,,Midfielder,55,87.0,0.07,0.01,1.0416666666666667,0.3125,0.0,,,,,
Xavi Simons,,Midfielder,67,53.7,0.06,0.1,1.5254237288135593,0.3389830508474576,0.0,,,,,
Alphonse Areola,West Ham,Goalkeeper,43,63.6,0.0,0.0,0.0,0.0,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
El Hadji Malick Diouf,West Ham,Defender,43,95.5,0.02,0.07,0.9523809523809523,0.09523809523809523,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Maximilian Kilman,West Ham,Defender,43,100.0,0.05,0.02,1.4545454545454546,0.2727272727272727,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Konstantinos Mavropanos,West Ham,Defender,44,50.0,0.07,0.0,1.2727272727272727,0.18181818181818182,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Jean-Clair Todibo,West Ham,Defender,43,49.1,0.0,0.01,0.7407407407407407,0.18518518518518517,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Aaron Wan-Bissaka,West Ham,Defender,43,56.7,0.0,0.03,1.2903225806451613,0.0,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,96.8,0.18,0.1,1.6037735849056605,0.4716981132075472,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Tomáš Souček,West Ham,Midfielder,57,42.9,0.48,0.01,0.851063829787234,0.0,0.2127659574468085,1.1090909090909091,1.481818181818182,12,0.0,18.0
James Ward-Prowse,West Ham,Midfielder,56,41.7,0.03,0.2,1.0869565217391306,0.0,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Crysencio Summerville,West Ham,Midfielder,55,64.6,0.13,0.04,0.5633802816901409,0.4225352112676057,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Jarrod Bowen,West Ham,Forward,77,100.0,0.13,0.16,0.36363636363636365,0.0,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Kyle Walker-Peters,West Ham,Defender,43,47.5,0.22,0.02,1.346153846153846,0.1923076923076923,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,64.9,0.07,0.12,2.1126760563380285,0.14084507042253522,0.0,1.1090909090909091,1.481818181818182,12,0.0,18.0
Sam Johnstone,Wolves,Goalkeeper,45,63.6,0.0,0.0,0.0,0.0,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Emmanuel Agbadou,Wolves,Defender,43,56.7,0.06,0.02,1.7741935483870968,0.0,0.16129032258064516,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Hugo Bueno López,Wolves,Defender,44,80.2,0.02,0.12,0.9090909090909091,0.11363636363636363,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Santiago Ignacio Bueno,Wolves,Defender,44,67.2,0.11,0.01,1.2162162162162162,0.27027027027027023,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Toti Gomes,Wolves,Defender,43,53.0,0.01,0.02,0.1724137931034483,0.3448275862068966,0.1724137931034483,0.8818181818181817,1.4454545454545453,12,1.0,20.0
André Trindade da Costa Neto,Wolves,Midfielder,53,71.2,0.0,0.01,1.4102564102564104,0.38461538461538464,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Jean-Ricner Bellegarde,Wolves,Midfielder,52,48.2,0.07,0.06,1.1320754716981132,0.18867924528301888,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Marshall Munetsi,Wolves,Midfielder,54,81.2,0.16,0.06,1.2359550561797752,0.2247191011235955,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Jørgen Strand Larsen,Wolves,Forward,63,71.4,0.2,0.05,0.5063291139240506,0.0,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Jhon Arias,Wolves,Midfielder,51,55.3,0.17,0.07,1.8032786885245902,0.0,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Jackson Tchatchoua,Wolves,Defender,45,52.7,0.04,0.03,1.5517241379310345,0.0,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
Ladislav Krejcí,Wolves,Defender,45,72.7,0.12,0.08,1.625,0.125,0.0,0.8818181818181817,1.4454545454545453,12,1.0,20.0
