full_name,gw_points
James Ward-Prowse,0
Crysencio Summerville,2
Jarrod Bowen,4
Kyle Walker-Peters,3
Mateus Gonçalo Espanha Fernandes,2
Sam Johnstone,0
Emmanuel Agbadou,0
Hugo Bueno López,11
Santiago Ignacio Bueno,6
Toti Gomes,0
André Trindade da Costa Neto,1
Jean-Ricner Bellegarde,0
Marshall Munetsi,0
Jørgen Strand Larsen,1
Jhon Arias,9
Jackson Tchatchoua,5
Ladislav Krejcí,6
