full_name,gw_points,gw_minutes
Axel Disasi,3,90
Sam Johnstone,0,0
José Malheiro de Sá,2,90
Daniel Bentley,0,0
Emmanuel Agbadou,0,0
Matt Doherty,2,84
Hugo Bueno López,3,90
Yerson Mosquera Valdelamar,0,0
Santiago Ignacio Bueno,2,90
Toti Gomes,2,90
Ki-Jana Hoever,0,0
André Trindade da Costa Neto,1,90
Marshall Munetsi,0,0
Jackson Tchatchoua,1,4
Ladislav Krejcí,0,0
Mateus Mané,2,90
Adam Armstrong,2,90
