full_name,gw_points
Guglielmo Vicario,0
Pedro Porro Sauceda,0
Cristian Romero,0
Djed Spence,0
Micky van de Ven,0
Mohammed Kudus,0
Rodrigo Bentancur,0
Lucas Bergvall,0
Pape Matar Sarr,0
Richarlison de Andrade,0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,0
Xavi Simons,0
Alphonse Areola,2
El Hadji Malick Diouf,0
Maximilian Kilman,0
Konstantinos Mavropanos,2
Jean-Clair Todibo,2
Aaron Wan-Bissaka,0
Lucas Tolentino Coelho de Lima,2
Tomáš Souček,6
James Ward-Prowse,0
Crysencio Summerville,4
Jarrod Bowen,2
Kyle Walker-Peters,0
Mateus Gonçalo Espanha Fernandes,2
Sam Johnstone,0
Emmanuel Agbadou,0
Hugo Bueno López,0
Santiago Ignacio Bueno,0
Toti Gomes,0
André Trindade da Costa Neto,0
Jean-Ricner Bellegarde,0
Marshall Munetsi,0
Jørgen Strand Larsen,0
Jhon Arias,0
Jackson Tchatchoua,0
Ladislav Krejcí,0
